origin_city,dest_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
"San Francisco, CA","Salt Lake City, UT",313,15,250,0,559,771,24,3388
"San Francisco, CA","San Antonio, TX",45,0,20,0,36,69,3,435
"San Francisco, CA","San Diego, CA",786,40,1046,4,1129,1808,97,6345
"San Francisco, CA","San Luis Obispo, CA",62,9,64,0,44,143,20,959
"San Francisco, CA","Santa Ana, CA",278,19,445,0,424,867,54,4261
"San Francisco, CA","Santa Barbara, CA",97,13,56,0,101,181,26,1187
"San Francisco, CA","Seattle, WA",588,100,846,1,778,1609,112,6598
"San Francisco, CA","South Bend, IN",0,0,0,0,0,0,0,1
"San Francisco, CA","Spokane, WA",38,5,45,0,27,91,9,536
"San Francisco, CA","St. Louis, MO",90,2,55,0,81,128,1,492
"San Francisco, CA","Sun Valley/Hailey/Ketchum, ID",10,3,11,0,13,32,3,241
"San Francisco, CA","Tampa, FL",56,0,56,0,51,93,14,585
"San Francisco, CA","Tucson, AZ",67,4,59,0,48,146,7,867
"San Francisco, CA","Washington, DC",350,1,235,0,243,520,39,3486
"San Jose, CA","Atlanta, GA",38,0,23,0,11,53,8,818
"San Jose, CA","Austin, TX",135,0,69,0,135,198,2,1222
"San Jose, CA","Baltimore, MD",13,0,16,0,5,23,3,66
"San Jose, CA","Boise, ID",45,2,32,3,65,95,1,598
"San Jose, CA","Boston, MA",33,0,8,0,31,36,2,126
"San Jose, CA","Burbank, CA",141,2,113,0,239,335,36,2451
"San Jose, CA","Chicago, IL",58,0,51,0,29,84,3,959
"San Jose, CA","Dallas, TX",48,0,46,1,39,78,2,607
"San Jose, CA","Dallas/Fort Worth, TX",146,6,172,2,170,292,16,1331
"San Jose, CA","Denver, CO",199,2,177,0,248,413,23,3179
"San Jose, CA","Detroit, MI",0,0,0,0,0,0,0,1
"San Jose, CA","Eugene, OR",21,0,8,0,30,35,4,272
"San Jose, CA","Green Bay, WI",0,0,0,0,0,0,0,1
"San Jose, CA","Honolulu, HI",113,5,96,0,43,170,10,1389
"San Jose, CA","Houston, TX",56,3,25,1,47,82,6,721
"San Jose, CA","Kahului, HI",45,0,31,2,12,64,6,577
"San Jose, CA","Kansas City, MO",0,0,0,0,0,0,0,1
"San Jose, CA","Kona, HI",18,0,28,4,9,40,4,309
"San Jose, CA","Las Vegas, NV",294,8,486,0,460,819,30,4522
"San Jose, CA","Lihue, HI",5,0,7,0,1,11,0,124
"San Jose, CA","Long Beach, CA",71,1,32,0,111,146,8,1336
"San Jose, CA","Los Angeles, CA",422,61,343,4,349,779,14,5727
"San Jose, CA","Minneapolis, MN",30,0,27,0,13,48,2,472
"San Jose, CA","Nashville, TN",17,0,14,1,4,21,0,277
"San Jose, CA","New York, NY",20,0,5,0,21,21,1,34
"San Jose, CA","Ontario, CA",92,1,20,0,158,181,4,1363
"San Jose, CA","Palm Springs, CA",13,1,8,0,20,30,1,250
"San Jose, CA","Phoenix, AZ",233,3,112,0,320,441,7,3352
"San Jose, CA","Portland, OR",157,3,121,1,254,344,15,2471
"San Jose, CA","Reno, NV",17,0,9,1,16,27,0,338
"San Jose, CA","Salt Lake City, UT",87,12,38,0,79,162,6,1836
"San Jose, CA","San Diego, CA",535,15,765,3,625,1228,51,5769
"San Jose, CA","Santa Ana, CA",165,1,46,1,264,315,24,2718
"San Jose, CA","Seattle, WA",293,57,395,6,334,720,49,4541
"San Jose, CA","Spokane, WA",29,0,18,0,34,43,1,355
"San Jose, CA","St. Louis, MO",11,0,8,0,2,17,0,279
"San Juan, PR","Atlanta, GA",149,12,300,1,236,436,12,2114
"San Juan, PR","Austin, TX",5,0,4,0,5,8,0,30
"San Juan, PR","Baltimore, MD",116,14,211,3,154,291,11,1332
"San Juan, PR","Boston, MA",340,28,294,3,296,549,25,2159
"San Juan, PR","Charlotte Amalie, VI",81,7,62,0,78,132,11,639
"San Juan, PR","Charlotte, NC",172,9,189,1,181,295,7,1107
"San Juan, PR","Chicago, IL",168,12,267,3,144,341,13,1315
"San Juan, PR","Christiansted, VI",3,0,2,0,5,6,0,33
"San Juan, PR","Cleveland, OH",43,2,66,0,28,80,6,203
"San Juan, PR","Dallas/Fort Worth, TX",148,12,229,3,134,291,10,945
"San Juan, PR","Denver, CO",24,1,83,0,22,86,4,307
"San Juan, PR","Detroit, MI",14,5,51,0,30,64,2,324
"San Juan, PR","Fort Lauderdale, FL",408,12,268,8,421,580,25,2409
"San Juan, PR","Fort Myers, FL",10,1,22,1,14,26,6,115
"San Juan, PR","Hartford, CT",313,8,256,0,218,415,21,1001
"San Juan, PR","Houston, TX",116,5,168,0,123,232,19,1062
"San Juan, PR","Jacksonville, FL",35,0,27,0,43,64,8,256
"San Juan, PR","Miami, FL",469,32,424,12,501,734,29,2959
"San Juan, PR","Minneapolis, MN",6,0,26,0,13,31,1,129
"San Juan, PR","Nashville, TN",10,0,13,0,18,25,0,48
"San Juan, PR","New Orleans, LA",7,0,17,0,10,18,3,100
"San Juan, PR","New York, NY",492,16,314,1,383,697,34,3724
"San Juan, PR","Newark, NJ",335,11,286,2,353,562,41,2251
"San Juan, PR","Norfolk, VA",5,0,8,0,9,11,1,27
"San Juan, PR","Orlando, FL",907,19,624,7,924,1389,86,6312
"San Juan, PR","Philadelphia, PA",370,12,429,0,373,567,25,1438
"San Juan, PR","Providence, RI",14,0,16,0,6,19,0,65
"San Juan, PR","Raleigh/Durham, NC",116,5,77,4,89,154,8,576
"San Juan, PR","St. Louis, MO",1,0,8,0,4,8,0,39
"San Juan, PR","Tampa, FL",249,4,168,1,250,369,24,1557
"San Juan, PR","Washington, DC",115,3,89,1,108,186,6,786
"San Juan, PR","West Palm Beach/Palm Beach, FL",0,0,0,0,0,0,1,4
"San Juan, PR","White Plains, NY",25,2,18,1,21,28,0,65
"San Luis Obispo, CA","Dallas/Fort Worth, TX",67,14,45,2,84,123,2,466
"San Luis Obispo, CA","Denver, CO",47,5,33,0,23,85,5,729
"San Luis Obispo, CA","Las Vegas, NV",36,0,24,0,3,41,4,171
"San Luis Obispo, CA","Los Angeles, CA",36,14,26,0,20,70,10,642
"San Luis Obispo, CA","Phoenix, AZ",83,6,51,3,76,146,3,1160
"San Luis Obispo, CA","Portland, OR",7,1,18,0,23,32,0,187
"San Luis Obispo, CA","San Diego, CA",30,3,44,1,32,75,11,534
"San Luis Obispo, CA","San Francisco, CA",90,20,131,0,50,226,14,961
"San Luis Obispo, CA","Santa Barbara, CA",0,0,0,0,0,0,0,1
"San Luis Obispo, CA","Seattle, WA",29,2,31,0,27,59,3,393
"Sanford, FL","Akron, OH",14,4,17,0,9,28,2,109
"Sanford, FL","Albany, NY",3,0,1,0,1,4,1,91
"Sanford, FL","Allentown/Bethlehem/Easton, PA",65,24,43,0,74,116,9,642
"Sanford, FL","Appleton, WI",20,3,10,0,18,31,3,191
"Sanford, FL","Asheville, NC",57,17,84,0,87,138,17,485
"Sanford, FL","Ashland, WV",25,2,18,0,17,35,1,137
"Sanford, FL","Austin, TX",10,1,10,0,9,14,1,46
"Sanford, FL","Bangor, ME",18,7,11,1,3,27,4,229
"Sanford, FL","Belleville, IL",24,6,20,0,24,38,1,136
"Sanford, FL","Bismarck/Mandan, ND",3,0,4,0,1,6,0,73
"Sanford, FL","Bloomington/Normal, IL",9,2,9,0,6,16,2,122
"Sanford, FL","Bristol/Johnson City/Kingsport, TN",20,4,16,0,26,33,3,111
"Sanford, FL","Cedar Rapids/Iowa City, IA",21,5,16,0,3,29,3,139
"Sanford, FL","Chattanooga, TN",17,2,10,0,17,27,4,110
"Sanford, FL","Cincinnati, OH",50,12,43,0,46,87,4,340
"Sanford, FL","Clarksburg/Fairmont, WV",19,4,15,2,13,26,2,117
"Sanford, FL","Columbus, OH",35,11,30,0,29,53,1,142
"Sanford, FL","Concord, NC",31,7,25,0,25,51,2,179
"Sanford, FL","Dayton, OH",19,5,13,0,16,21,2,80
"Sanford, FL","Des Moines, IA",28,4,21,0,37,46,2,161
"Sanford, FL","Elmira/Corning, NY",19,6,13,0,5,25,0,135
"Sanford, FL","Evansville, IN",21,7,17,0,17,39,5,122
"Sanford, FL","Fargo, ND",10,2,7,0,6,15,1,77
"Sanford, FL","Fayetteville, AR",16,7,16,0,10,30,1,135
"Sanford, FL","Flint, MI",44,5,30,0,44,61,2,258
"Sanford, FL","Fort Wayne, IN",21,7,24,2,16,33,6,161
"Sanford, FL","Grand Forks, ND",4,0,3,0,0,5,0,25
"Sanford, FL","Grand Rapids, MI",50,5,45,0,57,81,2,360
"Sanford, FL","Greensboro/High Point, NC",7,1,7,0,6,12,2,46
"Sanford, FL","Greer, SC",23,7,21,0,20,37,1,116
"Sanford, FL","Gulfport/Biloxi, MS",0,1,3,1,1,5,0,26
"Sanford, FL","Hagerstown, MD",29,6,25,0,15,40,2,119
"Sanford, FL","Harrisburg, PA",47,9,38,0,37,73,3,256
"Sanford, FL","Indianapolis, IN",31,7,28,0,33,50,4,209
"Sanford, FL","Key West, FL",6,2,5,0,0,9,2,85
"Sanford, FL","Knoxville, TN",75,21,80,0,107,162,14,630
"Sanford, FL","Las Vegas, NV",0,0,0,1,1,1,0,21
"Sanford, FL","Lexington, KY",46,12,36,0,46,75,8,216
"Sanford, FL","Little Rock, AR",7,6,6,0,3,12,1,51
"Sanford, FL","Louisville, KY",25,8,26,2,22,38,3,132
"Sanford, FL","Memphis, TN",25,6,23,0,25,41,1,100
"Sanford, FL","Minot, ND",1,1,1,0,0,3,2,91
"Sanford, FL","Mission/McAllen/Edinburg, TX",7,2,5,0,2,10,0,101
"Sanford, FL","Moline, IL",4,4,4,0,2,9,1,92
"Sanford, FL","Nashville, TN",20,1,19,0,29,39,1,147
"Sanford, FL","Newburgh/Poughkeepsie, NY",9,3,7,0,3,12,0,69
"Sanford, FL","Niagara Falls, NY",7,2,9,1,2,15,2,77
"Sanford, FL","Norfolk, VA",9,1,10,0,1,14,1,65
"Sanford, FL","Oklahoma City, OK",6,0,3,0,1,6,0,22
"Sanford, FL","Omaha, NE",11,1,11,0,3,16,2,90
"Sanford, FL","Peoria, IL",6,5,5,0,7,14,1,109
"Sanford, FL","Pittsburgh, PA",33,10,22,0,31,52,1,133
"Sanford, FL","Plattsburgh, NY",16,6,28,0,2,36,1,149
"Sanford, FL","Portsmouth, NH",7,5,6,0,6,13,3,125
"Sanford, FL","Provo, UT",13,5,15,0,8,21,1,68
"Sanford, FL","Rapid City, SD",6,0,5,0,1,7,1,67
"Sanford, FL","Richmond, VA",11,4,10,0,15,23,3,68
"Sanford, FL","Roanoke, VA",25,6,16,0,18,35,3,113
"Sanford, FL","Rochester, NY",3,0,1,0,0,3,0,20
"Sanford, FL","Rockford, IL",15,2,11,0,3,18,1,123
"Sanford, FL","Shreveport, LA",6,0,5,0,3,7,2,22
"Sanford, FL","Sioux Falls, SD",3,2,5,1,1,7,1,94
"Sanford, FL","South Bend, IN",16,3,10,0,10,25,3,151
"Sanford, FL","Springfield, MO",13,7,16,1,8,26,1,154
"Sanford, FL","Syracuse, NY",11,2,7,0,4,14,0,90
"Sanford, FL","Toledo, OH",20,4,23,0,16,32,1,105
"Sanford, FL","Traverse City, MI",9,6,16,2,5,20,2,93
"Sanford, FL","Tulsa, OK",11,6,14,0,8,22,0,106
"Sanford, FL","Wichita, KS",7,1,1,0,2,8,0,35
"Santa Ana, CA","Atlanta, GA",93,3,75,0,73,160,10,1011
"Santa Ana, CA","Austin, TX",61,1,50,0,72,107,6,712
"Santa Ana, CA","Boise, ID",26,3,31,0,30,43,1,188
"Santa Ana, CA","Charlotte, NC",30,3,24,0,16,37,3,361
"Santa Ana, CA","Chicago, IL",171,11,190,2,177,327,8,2119
"Santa Ana, CA","Dallas, TX",36,1,28,0,27,52,2,370
"Santa Ana, CA","Dallas/Fort Worth, TX",251,53,212,3,328,486,52,2797
"Santa Ana, CA","Denver, CO",228,16,190,1,335,479,25,3619
"Santa Ana, CA","Des Moines, IA",15,0,11,0,15,19,1,107
"Santa Ana, CA","Detroit, MI",24,0,26,0,25,49,0,265
"Santa Ana, CA","Eugene, OR",15,1,14,0,16,24,3,95
"Santa Ana, CA","Houston, TX",75,9,78,0,82,154,14,1280
"Santa Ana, CA","Idaho Falls, ID",13,1,8,0,17,21,0,104
"Santa Ana, CA","Las Vegas, NV",266,15,401,1,431,677,42,3694
"Santa Ana, CA","Medford, OR",10,1,9,0,16,21,4,102
"Santa Ana, CA","Miami, FL",23,0,31,0,32,51,4,194
"Santa Ana, CA","Minneapolis, MN",43,3,32,0,28,69,4,570
"Santa Ana, CA","Missoula, MT",4,1,7,0,3,7,3,26
"Santa Ana, CA","Nashville, TN",1,0,1,0,0,1,0,18
"Santa Ana, CA","New York, NY",42,9,54,0,27,77,3,362
"Santa Ana, CA","Newark, NJ",60,6,117,0,45,160,14,1096
"Santa Ana, CA","Oakland, CA",205,3,57,1,294,337,22,2665
"Santa Ana, CA","Phoenix, AZ",339,7,209,5,541,676,35,4350
"Santa Ana, CA","Portland, OR",33,3,104,0,94,152,13,1353
"Santa Ana, CA","Provo, UT",53,5,42,0,70,88,3,369
"Santa Ana, CA","Sacramento, CA",211,1,72,3,280,319,11,2234
"Santa Ana, CA","Salt Lake City, UT",76,3,64,0,173,232,4,1705
"Santa Ana, CA","San Francisco, CA",281,43,1049,1,319,1356,53,4279
"Santa Ana, CA","San Jose, CA",190,1,46,1,289,329,19,2704
"Santa Ana, CA","Santa Rosa, CA",37,6,74,0,59,127,1,641
"Santa Ana, CA","Seattle, WA",159,8,310,2,278,546,44,3978
"Santa Ana, CA","Spokane, WA",5,0,6,0,4,8,0,34
"Santa Ana, CA","Tucson, AZ",4,1,1,0,6,10,0,117
"Santa Barbara, CA","Atlanta, GA",15,0,12,0,6,25,2,207
"Santa Barbara, CA","Dallas/Fort Worth, TX",79,10,57,1,75,119,10,472
"Santa Barbara, CA","Denver, CO",79,5,61,1,69,133,22,1112
"Santa Barbara, CA","Las Vegas, NV",35,2,61,1,79,111,12,854
"Santa Barbara, CA","Los Angeles, CA",34,18,28,0,16,73,11,715
"Santa Barbara, CA","Oakland, CA",18,1,14,0,47,47,4,367
"Santa Barbara, CA","Phoenix, AZ",81,12,89,0,130,205,13,1373
"Santa Barbara, CA","Portland, OR",8,3,10,0,11,22,2,101
"Santa Barbara, CA","Sacramento, CA",10,0,10,0,26,31,3,331
"Santa Barbara, CA","Salt Lake City, UT",24,0,10,0,25,46,1,415
"Santa Barbara, CA","San Francisco, CA",71,12,249,1,98,322,27,1186
"Santa Barbara, CA","Seattle, WA",11,1,31,0,35,56,3,360
"Santa Fe, NM","Dallas/Fort Worth, TX",179,82,149,2,55,343,29,1604
"Santa Fe, NM","Denver, CO",64,14,39,0,54,137,13,885
"Santa Fe, NM","Phoenix, AZ",51,11,32,0,23,85,2,419
"Santa Maria, CA","Las Vegas, NV",12,4,20,1,27,34,0,106
"Santa Rosa, CA","Burbank, CA",23,2,71,1,66,102,0,267
"Santa Rosa, CA","Dallas/Fort Worth, TX",49,8,47,1,61,74,1,210
"Santa Rosa, CA","Las Vegas, NV",0,3,6,0,10,13,0,39
"Santa Rosa, CA","Los Angeles, CA",38,6,44,0,64,113,2,617
"Santa Rosa, CA","Phoenix, AZ",43,5,41,0,48,75,0,455
"Santa Rosa, CA","Portland, OR",11,5,17,0,35,54,4,271
"Santa Rosa, CA","San Diego, CA",85,14,116,1,77,202,7,713
"Santa Rosa, CA","Santa Ana, CA",44,11,73,0,65,120,1,641
"Santa Rosa, CA","Seattle, WA",35,5,61,0,62,96,3,475
"Sarasota/Bradenton, FL","Akron, OH",7,2,12,0,12,20,5,124
"Sarasota/Bradenton, FL","Allentown/Bethlehem/Easton, PA",5,1,6,0,15,19,4,106
"Sarasota/Bradenton, FL","Appleton, WI",4,1,3,0,5,9,2,66
"Sarasota/Bradenton, FL","Asheville, NC",11,1,10,1,20,23,9,121
"Sarasota/Bradenton, FL","Atlanta, GA",130,27,154,0,220,345,80,2675
"Sarasota/Bradenton, FL","Austin, TX",2,2,4,0,12,13,1,33
"Sarasota/Bradenton, FL","Baltimore, MD",81,16,98,0,168,221,42,1372
"Sarasota/Bradenton, FL","Belleville, IL",5,1,6,0,4,11,4,89
"Sarasota/Bradenton, FL","Boston, MA",54,1,49,0,45,82,18,439
"Sarasota/Bradenton, FL","Buffalo, NY",6,0,8,0,6,9,2,43
"Sarasota/Bradenton, FL","Cedar Rapids/Iowa City, IA",1,0,1,0,0,2,2,31
"Sarasota/Bradenton, FL","Charlotte, NC",137,18,160,0,270,353,63,1797
"Sarasota/Bradenton, FL","Chicago, IL",146,12,170,2,165,284,29,1313
"Sarasota/Bradenton, FL","Cincinnati, OH",19,2,20,0,31,40,8,242
"Sarasota/Bradenton, FL","Cleveland, OH",31,2,62,0,60,95,9,270
"Sarasota/Bradenton, FL","Columbus, OH",27,4,19,0,37,47,16,268
"Sarasota/Bradenton, FL","Dallas, TX",14,2,24,0,30,37,3,128
"Sarasota/Bradenton, FL","Dallas/Fort Worth, TX",45,17,67,0,101,132,19,377
"Sarasota/Bradenton, FL","Denver, CO",34,0,31,0,32,49,3,191
"Sarasota/Bradenton, FL","Des Moines, IA",2,2,5,0,8,11,4,72
"Sarasota/Bradenton, FL","Detroit, MI",12,1,15,0,16,24,0,101
"Sarasota/Bradenton, FL","Flint, MI",10,0,12,0,23,25,4,158
"Sarasota/Bradenton, FL","Fort Wayne, IN",3,0,4,0,2,6,3,92
"Sarasota/Bradenton, FL","Grand Rapids, MI",7,2,11,0,20,22,5,144
"Sarasota/Bradenton, FL","Harrisburg, PA",7,0,7,0,6,12,2,91
"Sarasota/Bradenton, FL","Houston, TX",25,6,27,0,40,50,24,283
"Sarasota/Bradenton, FL","Indianapolis, IN",34,2,22,0,62,69,23,315
"Sarasota/Bradenton, FL","Kansas City, MO",2,0,2,0,5,5,0,15
"Sarasota/Bradenton, FL","Louisville, KY",6,2,5,0,10,14,0,71
"Sarasota/Bradenton, FL","Milwaukee, WI",0,0,1,0,1,1,1,10
"Sarasota/Bradenton, FL","Minneapolis, MN",10,1,15,0,18,29,7,239
"Sarasota/Bradenton, FL","Nashville, TN",54,7,41,3,71,103,20,643
"Sarasota/Bradenton, FL","New York, NY",133,7,108,0,146,220,37,1072
"Sarasota/Bradenton, FL","Newark, NJ",61,4,76,0,47,127,36,939
"Sarasota/Bradenton, FL","Peoria, IL",4,1,3,0,2,7,4,100
"Sarasota/Bradenton, FL","Philadelphia, PA",49,10,58,0,103,131,27,645
"Sarasota/Bradenton, FL","Pittsburgh, PA",28,1,26,1,41,50,16,253
"Sarasota/Bradenton, FL","Plattsburgh, NY",2,0,8,0,2,8,5,60
"Sarasota/Bradenton, FL","Portsmouth, NH",1,0,0,0,0,1,1,12
"Sarasota/Bradenton, FL","Rockford, IL",4,0,7,0,3,7,3,70
"Sarasota/Bradenton, FL","South Bend, IN",7,1,3,0,2,9,3,96
"Sarasota/Bradenton, FL","St. Louis, MO",31,1,19,1,42,50,7,336
"Sarasota/Bradenton, FL","Syracuse, NY",0,0,5,0,1,5,2,89
"Sarasota/Bradenton, FL","Washington, DC",61,3,65,1,84,125,18,610
"Sault Ste. Marie, MI","Detroit, MI",63,22,31,0,0,82,4,364
"Sault Ste. Marie, MI","Minneapolis, MN",57,6,17,1,0,63,6,364
"Savannah, GA","Akron, OH",24,1,10,0,5,28,1,154
"Savannah, GA","Appleton, WI",0,0,4,0,1,3,2,35
"Savannah, GA","Atlanta, GA",206,59,193,0,215,374,21,2835
"Savannah, GA","Baltimore, MD",88,5,78,0,111,160,9,971
"Savannah, GA","Belleville, IL",2,0,3,0,2,5,0,25
"Savannah, GA","Boston, MA",83,6,90,1,92,147,6,613
"Savannah, GA","Charlotte, NC",213,53,205,1,360,496,27,2829
"Savannah, GA","Chicago, IL",148,10,124,1,116,246,17,1578
"Savannah, GA","Cincinnati, OH",25,3,13,0,21,36,3,174
"Savannah, GA","Cleveland, OH",1,0,6,0,8,11,1,40
"Savannah, GA","Columbus, OH",12,1,7,0,7,18,0,114
"Savannah, GA","Dallas, TX",69,4,58,0,74,93,1,376
"Savannah, GA","Dallas/Fort Worth, TX",144,23,124,2,172,264,31,996
"Savannah, GA","Denver, CO",50,5,40,0,43,79,6,408
"Savannah, GA","Detroit, MI",26,4,12,0,26,30,3,250
"Savannah, GA","Fort Lauderdale, FL",1,0,0,0,2,3,0,16
"Savannah, GA","Grand Rapids, MI",2,1,3,0,2,5,1,35
"Savannah, GA","Houston, TX",41,1,21,0,49,60,2,271
"Savannah, GA","Indianapolis, IN",4,0,5,0,4,9,0,35
"Savannah, GA","Louisville, KY",2,3,0,0,3,5,0,20
"Savannah, GA","Miami, FL",68,3,50,2,47,94,13,802
"Savannah, GA","Minneapolis, MN",36,8,31,0,35,67,2,250
"Savannah, GA","Nashville, TN",85,4,37,1,138,144,5,712
"Savannah, GA","New York, NY",251,60,212,0,247,427,76,2538
"Savannah, GA","Newark, NJ",43,7,110,0,38,140,15,938
"Savannah, GA","Philadelphia, PA",82,28,75,3,114,172,17,978
"Savannah, GA","Pittsburgh, PA",11,3,10,2,16,26,1,104
"Savannah, GA","Punta Gorda, FL",2,2,4,0,0,4,1,17
"Savannah, GA","St. Louis, MO",4,0,1,0,4,5,0,9
"Savannah, GA","St. Petersburg, FL",2,1,3,0,0,4,0,17
"Savannah, GA","Washington, DC",88,9,92,1,67,146,14,980
"Scottsbluff, NE","Denver, CO",40,8,41,0,28,85,17,627
"Scranton/Wilkes-Barre, PA","Charlotte, NC",89,14,99,1,152,212,12,1064
"Scranton/Wilkes-Barre, PA","Chicago, IL",65,18,70,1,70,124,8,528
"Seattle, WA","Albuquerque, NM",35,0,53,0,70,104,2,416
"Seattle, WA","Anchorage, AK",1062,30,1295,8,785,1909,74,7590
"Seattle, WA","Atlanta, GA",387,21,402,1,235,659,40,3537
"Seattle, WA","Austin, TX",222,4,328,3,165,468,17,2023
"Seattle, WA","Baltimore, MD",57,2,77,1,67,129,9,595
"Seattle, WA","Bellingham, WA",52,11,87,1,91,152,6,965
"Seattle, WA","Bend/Redmond, OR",158,38,139,5,76,272,30,1671
"Seattle, WA","Boise, ID",366,94,290,10,131,594,8,3716
"Seattle, WA","Boston, MA",311,33,400,2,257,607,20,2580
"Seattle, WA","Bozeman, MT",64,1,74,0,110,162,8,704
"Seattle, WA","Buffalo, NY",0,0,0,0,0,0,0,1
"Seattle, WA","Burbank, CA",159,3,262,0,203,391,30,1551
"Seattle, WA","Cedar Rapids/Iowa City, IA",0,0,0,0,0,0,0,1
"Seattle, WA","Charleston, SC",22,1,46,0,25,61,8,350
"Seattle, WA","Charlotte, NC",163,10,118,1,111,239,17,1320
"Seattle, WA","Chicago, IL",663,20,739,7,539,1173,51,5574
"Seattle, WA","Cincinnati, OH",50,1,67,0,49,111,13,714
"Seattle, WA","Cleveland, OH",31,3,87,0,54,110,6,477
"Seattle, WA","Columbus, OH",50,1,41,0,47,99,6,472
"Seattle, WA","Dallas, TX",25,3,49,0,23,68,7,393
"Seattle, WA","Dallas/Fort Worth, TX",645,44,732,4,581,1170,90,5010
"Seattle, WA","Denver, CO",729,34,660,9,756,1313,71,6729
"Seattle, WA","Detroit, MI",196,5,195,0,149,330,18,2080
"Seattle, WA","Eagle, CO",0,0,0,0,0,0,0,6
"Seattle, WA","Eugene, OR",119,39,95,0,40,207,19,1350
"Seattle, WA","Fairbanks, AK",302,13,371,5,239,588,22,2331
"Seattle, WA","Fort Lauderdale, FL",61,10,100,0,29,149,27,904
"Seattle, WA","Fort Myers, FL",14,3,20,0,16,35,7,166
"Seattle, WA","Fresno, CA",72,2,84,1,66,146,9,864
"Seattle, WA","Great Falls, MT",2,0,0,0,10,12,0,129
"Seattle, WA","Green Bay, WI",0,0,0,0,0,0,0,1
"Seattle, WA","Harrisburg, PA",0,0,0,0,0,0,0,1
"Seattle, WA","Hayden, CO",1,0,1,0,0,1,0,3
"Seattle, WA","Helena, MT",6,0,5,0,4,11,0,92
"Seattle, WA","Honolulu, HI",377,23,357,4,187,655,44,2912
"Seattle, WA","Houston, TX",223,9,243,3,185,423,50,2147
"Seattle, WA","Indianapolis, IN",59,3,70,0,75,130,9,540
"Seattle, WA","Jackson, WY",8,1,9,2,7,19,1,163
"Seattle, WA","Juneau, AK",252,10,291,1,183,440,17,1612
"Seattle, WA","Kahului, HI",166,7,114,0,94,282,37,1750
"Seattle, WA","Kalispell, MT",0,0,0,0,0,0,0,6
"Seattle, WA","Kansas City, MO",122,6,149,2,122,243,11,1173
"Seattle, WA","Ketchikan, AK",153,8,145,0,112,275,8,1423
"Seattle, WA","Kona, HI",115,10,149,1,110,260,28,1368
"Seattle, WA","Las Vegas, NV",700,74,885,7,631,1449,68,6627
"Seattle, WA","Lewiston, ID",31,10,15,1,0,46,2,366
"Seattle, WA","Lihue, HI",93,11,135,2,78,211,4,1069
"Seattle, WA","Los Angeles, CA",699,25,621,9,458,1210,73,7380
"Seattle, WA","Medford, OR",95,37,57,0,0,129,8,996
"Seattle, WA","Miami, FL",90,14,95,3,58,161,17,789
"Seattle, WA","Milwaukee, WI",39,3,61,0,22,79,4,473
"Seattle, WA","Minneapolis, MN",227,13,231,2,156,398,20,2731
"Seattle, WA","Missoula, MT",38,1,82,0,45,87,0,256
"Seattle, WA","Monterey, CA",6,2,13,0,13,21,0,138
"Seattle, WA","Nashville, TN",149,1,156,1,140,275,9,1312
"Seattle, WA","New Orleans, LA",73,2,78,2,74,150,3,701
"Seattle, WA","New York, NY",322,26,404,2,224,641,48,2935
"Seattle, WA","Newark, NJ",170,23,257,1,159,404,42,2024
"Seattle, WA","Oakland, CA",386,2,262,7,427,575,20,2262
"Seattle, WA","Oklahoma City, OK",24,0,31,0,9,49,7,347
"Seattle, WA","Omaha, NE",47,1,67,1,46,100,6,470
"Seattle, WA","Ontario, CA",238,26,186,2,163,408,27,2518
"Seattle, WA","Orlando, FL",148,17,250,1,116,354,61,1853
"Seattle, WA","Palm Springs, CA",133,4,155,4,121,271,26,1684
"Seattle, WA","Pasco/Kennewick/Richland, WA",187,54,165,15,86,329,10,1771
"Seattle, WA","Philadelphia, PA",160,8,219,7,162,323,17,1055
"Seattle, WA","Phoenix, AZ",845,28,747,1,696,1392,62,7176
"Seattle, WA","Pittsburgh, PA",44,0,59,0,40,94,4,434
"Seattle, WA","Portland, OR",654,96,543,4,376,1083,45,5259
"Seattle, WA","Raleigh/Durham, NC",90,2,112,2,80,179,8,892
"Seattle, WA","Redding, CA",19,1,27,1,29,53,0,259
"Seattle, WA","Reno, NV",86,2,117,1,105,197,4,835
"Seattle, WA","Sacramento, CA",494,50,369,10,419,802,21,4119
"Seattle, WA","Salt Lake City, UT",353,10,296,1,325,610,30,3985
"Seattle, WA","San Antonio, TX",74,1,86,1,91,160,4,633
"Seattle, WA","San Diego, CA",446,25,600,4,349,956,59,4661
"Seattle, WA","San Francisco, CA",679,88,1691,5,507,2138,86,6600
"Seattle, WA","San Jose, CA",498,52,369,2,411,835,39,4523
"Seattle, WA","San Luis Obispo, CA",33,2,43,3,38,83,1,392
"Seattle, WA","Santa Ana, CA",303,6,260,0,201,519,32,3982
"Seattle, WA","Santa Barbara, CA",23,1,24,0,36,57,2,360
"Seattle, WA","Santa Rosa, CA",55,4,56,0,30,95,2,474
"Seattle, WA","Sitka, AK",66,18,72,1,39,123,4,326
"Seattle, WA","Spokane, WA",598,128,490,4,319,1008,32,5189
"Seattle, WA","St. Louis, MO",116,4,132,0,85,197,5,882
"Seattle, WA","Sun Valley/Hailey/Ketchum, ID",3,0,1,0,0,3,0,8
"Seattle, WA","Tampa, FL",118,8,186,1,103,245,20,1011
